Camera Position X, Camera Position Y, Camera Position Z, First Position X, First Position Y, First Position Z, First Facing Angle, First Cam Angle, First Velocity, First Stick X, First Stick Y, First Landing Frames, Second Position X, Second Position Y, Second Position Z, Second Facing Angle, Second Cam Angle, Second Velocity, Second Stick X, Second Stick Y, Second Landing Frames, Third Position X, Third Position Y, Third Position Z, Third Facing Angle, Third Cam Angle, Third Velocity, Third Stick X, Third Stick Y, Third Landing Frames, Fourth Position X, Fourth Position Y, Fourth Position Z, Fourth Facing Angle, Fourth Cam Angle, Fourth Velocity, Fourth Stick X, Fourth Stick Y, Bully Position X, Bully Position Y, BullyPosition Z, Bully Angle, Bully Velocity, 
-24910.000000, -2300.000000, 4440.000000, -453052.000000, -2917.000000, 65802.000000, 18065, 17851, -1196779776.000000, 26, 54, 0, -535553984.000000, -2917.000000, 94044208.000000, 38360, 18189, -1086581888.000000, -125, -77, 0, -289794368.000000, -2917.000000, 516948352.000000, 63527, 27424, -978255104.000000, -22, 121, 1, -197388256.000000, -2917.000000, 66715920.000000, 52791, 19774, -900850048.000000, 45, 30, -1700.000000, -2800.000000, -350.000000, 10818, 395228800.000000
-24910.000000, -2300.000000, 4440.000000, -453052.000000, -2917.000000, 65802.000000, 18065, 17851, -1196779776.000000, 26, 54, 0, -535553984.000000, -2917.000000, 94044208.000000, 38360, 18189, -1086581888.000000, -128, -79, 0, -289794368.000000, -2917.000000, 516948352.000000, 63527, 27424, -978255104.000000, -22, 121, 1, -197388256.000000, -2917.000000, 66715920.000000, 52791, 19774, -900850048.000000, 45, 30, -1700.000000, -2800.000000, -350.000000, 10818, 395228800.000000
-24910.000000, -2300.000000, 4440.000000, -453052.000000, -2917.000000, 65802.000000, 18065, 17851, -1196779776.000000, 26, 54, 0, -535553984.000000, -2917.000000, 94044208.000000, 38360, 18189, -1086581888.000000, -113, -70, 0, -289794368.000000, -2917.000000, 516948352.000000, 63527, 27424, -978255104.000000, -22, 121, 1, -197388256.000000, -2917.000000, 66715920.000000, 52791, 19774, -900850048.000000, 45, 30, -1700.000000, -2800.000000, -350.000000, 10818, 395228800.000000
-24910.000000, -2300.000000, 4440.000000, -453052.000000, -2917.000000, 65802.000000, 18055, 17851, -1196779776.000000, -55, 10, 0, -545646592.000000, -2917.000000, 71041440.000000, 54852, 17731, -1099588352.000000, -124, -24, 1, -123922640.000000, -2917.000000, -213450432.000000, 38732, 5475, -997073344.000000, 65, -16, 0, 106293328.000000, -2866.000000, 181076112.000000, 5552, 38304, -913565888.000000, 15, -16, -1700.000000, -2800.000000, -350.000000, 49539, 289094656.000000
-24910.000000, -2300.000000, 4440.000000, -453052.000000, -2917.000000, 65802.000000, 18055, 17851, -1196779776.000000, -55, 10, 0, -545646592.000000, -2917.000000, 71041440.000000, 54852, 17731, -1099588352.000000, -124, -24, 1, -123922640.000000, -2917.000000, -213450432.000000, 38732, 5475, -997073344.000000, 65, -16, 0, 106293328.000000, -2866.000000, 181076112.000000, 5560, 38304, -913565888.000000, 15, -16, -1700.000000, -2800.000000, -350.000000, 49539, 289094656.000000
-24910.000000, -2300.000000, 4440.000000, -453052.000000, -2917.000000, 65802.000000, 18055, 17851, -1196779776.000000, -55, 10, 0, -545646592.000000, -2917.000000, 71041440.000000, 54860, 17731, -1099588352.000000, -124, -24, 1, -123922640.000000, -2917.000000, -213450432.000000, 38732, 5475, -997073344.000000, 65, -16, 0, 106293328.000000, -2866.000000, 181076112.000000, 5552, 38304, -913565888.000000, 15, -16, -1700.000000, -2800.000000, -350.000000, 49539, 289094656.000000
-24910.000000, -2300.000000, 4440.000000, -453052.000000, -2917.000000, 65802.000000, 18055, 17851, -1196779776.000000, -55, 10, 0, -545646592.000000, -2917.000000, 71041440.000000, 54860, 17731, -1099588352.000000, -124, -24, 1, -123922640.000000, -2917.000000, -213450432.000000, 38732, 5475, -997073344.000000, 65, -16, 0, 106293328.000000, -2866.000000, 181076112.000000, 5560, 38304, -913565888.000000, 15, -16, -1700.000000, -2800.000000, -350.000000, 49539, 289094656.000000
-24910.000000, -2300.000000, 4440.000000, -453052.000000, -2917.000000, 65802.000000, 18055, 17851, -1196779776.000000, -55, 10, 0, -545646592.000000, -2917.000000, 71041440.000000, 54860, 17731, -1099588352.000000, -117, -23, 1, -123922640.000000, -2917.000000, -213450432.000000, 38732, 5475, -997073344.000000, 65, -16, 0, 106293328.000000, -2866.000000, 181076112.000000, 5552, 38304, -913565888.000000, 15, -16, -1700.000000, -2800.000000, -350.000000, 49539, 289094656.000000
-24910.000000, -2300.000000, 4440.000000, -453052.000000, -2917.000000, 65802.000000, 18055, 17851, -1196779776.000000, -55, 10, 0, -545646592.000000, -2917.000000, 71041440.000000, 54860, 17731, -1099588352.000000, -117, -23, 1, -123922640.000000, -2917.000000, -213450432.000000, 38732, 5475, -997073344.000000, 65, -16, 0, 106293328.000000, -2866.000000, 181076112.000000, 5560, 38304, -913565888.000000, 15, -16, -1700.000000, -2800.000000, -350.000000, 49539, 289094656.000000
